seat_config,class_size,ρ,λ₀,δλ,m,ttl
traditional,32,0.1,0.5,0.0,0.7426 ± 0.0099,120.8 ± 3.9
traditional,32,0.1,0.5,0.1,0.7142 ± 0.0095,132.6 ± 3.0
traditional,32,0.1,0.5,0.2,0.6204 ± 0.009,168.7 ± 4.3
traditional,32,0.1,0.5,0.3,0.5217 ± 0.0081,222.7 ± 6.4
traditional,32,0.1,0.5,0.4,0.385 ± 0.0064,377.0 ± 13.0
traditional,32,0.2,0.5,0.0,0.776 ± 0.01,67.1 ± 1.8
traditional,32,0.2,0.5,0.1,0.719 ± 0.015,76.7 ± 2.6
traditional,32,0.2,0.5,0.2,0.6189 ± 0.0099,96.8 ± 2.4
traditional,32,0.2,0.5,0.3,0.5002 ± 0.0092,136.8 ± 5.0
traditional,32,0.2,0.5,0.4,0.3684 ± 0.0038,227.0 ± 6.2
traditional,32,0.3,0.5,0.0,0.821 ± 0.014,46.8 ± 1.2
traditional,32,0.3,0.5,0.1,0.754 ± 0.014,52.2 ± 1.5
traditional,32,0.3,0.5,0.2,0.615 ± 0.011,72.2 ± 2.0
traditional,32,0.3,0.5,0.3,0.4965 ± 0.0093,100.2 ± 2.9
traditional,32,0.3,0.5,0.4,0.3611 ± 0.0045,169.0 ± 4.0
traditional,32,0.4,0.5,0.0,0.867 ± 0.018,35.45 ± 0.94
traditional,32,0.4,0.5,0.1,0.799 ± 0.013,39.3 ± 1.1
traditional,32,0.4,0.5,0.2,0.656 ± 0.012,52.3 ± 1.6
traditional,32,0.4,0.5,0.3,0.504 ± 0.0063,75.1 ± 1.7
traditional,32,0.4,0.5,0.4,0.3586 ± 0.0044,136.1 ± 3.7
traditional,32,0.5,0.5,0.0,0.938 ± 0.021,27.5 ± 1.2
traditional,32,0.5,0.5,0.1,0.848 ± 0.019,32.45 ± 0.98
traditional,32,0.5,0.5,0.2,0.712 ± 0.021,40.6 ± 1.8
traditional,32,0.5,0.5,0.3,0.526 ± 0.011,60.4 ± 2.3
traditional,32,0.5,0.5,0.4,0.3641 ± 0.0037,116.5 ± 2.8
traditional,32,0.6,0.5,0.0,1.059 ± 0.029,22.05 ± 0.84
traditional,32,0.6,0.5,0.1,0.956 ± 0.015,24.75 ± 0.46
traditional,32,0.6,0.5,0.2,0.684 ± 0.02,38.0 ± 1.7
traditional,32,0.6,0.5,0.3,0.5304 ± 0.0082,52.4 ± 1.3
traditional,32,0.6,0.5,0.4,0.3688 ± 0.0058,96.3 ± 3.2
traditional,32,0.7,0.5,0.0,1.079 ± 0.025,19.85 ± 0.54
traditional,32,0.7,0.5,0.1,0.978 ± 0.037,22.4 ± 1.1
traditional,32,0.7,0.5,0.2,0.749 ± 0.02,30.4 ± 1.1
traditional,32,0.7,0.5,0.3,0.561 ± 0.011,43.1 ± 1.4
traditional,32,0.7,0.5,0.4,0.3784 ± 0.0044,82.4 ± 1.9
traditional,32,0.8,0.5,0.0,1.213 ± 0.031,16.15 ± 0.45
traditional,32,0.8,0.5,0.1,1.013 ± 0.03,20.0 ± 0.71
traditional,32,0.8,0.5,0.2,0.795 ± 0.025,26.0 ± 1.1
traditional,32,0.8,0.5,0.3,0.572 ± 0.013,39.0 ± 1.1
traditional,32,0.8,0.5,0.4,0.3879 ± 0.0043,70.4 ± 1.4
traditional,32,0.9,0.5,0.0,1.375 ± 0.058,13.75 ± 0.39
traditional,32,0.9,0.5,0.1,1.068 ± 0.036,17.35 ± 0.67
traditional,32,0.9,0.5,0.2,0.829 ± 0.035,23.7 ± 1.3
traditional,32,0.9,0.5,0.3,0.568 ± 0.015,36.2 ± 1.4
traditional,32,0.9,0.5,0.4,0.3809 ± 0.0063,66.4 ± 2.0
traditional,32,1.0,0.5,0.0,1.523 ± 0.06,12.3 ± 0.61
traditional,32,1.0,0.5,0.1,1.197 ± 0.042,14.9 ± 0.52
traditional,32,1.0,0.5,0.2,0.866 ± 0.032,21.15 ± 0.83
traditional,32,1.0,0.5,0.3,0.583 ± 0.016,32.9 ± 1.2
traditional,32,1.0,0.5,0.4,0.3817 ± 0.0074,64.0 ± 2.3
traditional,48,0.1,0.5,0.0,0.7017 ± 0.0093,138.8 ± 3.3
traditional,48,0.1,0.5,0.1,0.6529 ± 0.0067,158.5 ± 3.1
traditional,48,0.1,0.5,0.2,0.5763 ± 0.0077,197.6 ± 3.4
traditional,48,0.1,0.5,0.3,0.4765 ± 0.0059,274.5 ± 7.4
traditional,48,0.1,0.5,0.4,0.3543 ± 0.004,459.0 ± 9.6
traditional,48,0.2,0.5,0.0,0.736 ± 0.011,73.4 ± 1.9
traditional,48,0.2,0.5,0.1,0.667 ± 0.01,87.8 ± 2.4
traditional,48,0.2,0.5,0.2,0.574 ± 0.011,110.8 ± 3.6
traditional,48,0.2,0.5,0.3,0.4613 ± 0.007,158.0 ± 4.6
traditional,48,0.2,0.5,0.4,0.3378 ± 0.0037,274.5 ± 6.8
traditional,48,0.3,0.5,0.0,0.79 ± 0.015,49.6 ± 1.5
traditional,48,0.3,0.5,0.1,0.699 ± 0.011,59.6 ± 1.7
traditional,48,0.3,0.5,0.2,0.6023 ± 0.0094,73.6 ± 2.0
traditional,48,0.3,0.5,0.3,0.4752 ± 0.0066,107.4 ± 2.6
traditional,48,0.3,0.5,0.4,0.3381 ± 0.0027,199.6 ± 4.3
traditional,48,0.4,0.5,0.0,0.815 ± 0.02,39.2 ± 1.3
traditional,48,0.4,0.5,0.1,0.728 ± 0.015,45.4 ± 1.6
traditional,48,0.4,0.5,0.2,0.6135 ± 0.0078,57.4 ± 1.1
traditional,48,0.4,0.5,0.3,0.466 ± 0.008,89.2 ± 2.7
traditional,48,0.4,0.5,0.4,0.3366 ± 0.0029,161.8 ± 3.1
traditional,48,0.5,0.5,0.0,0.878 ± 0.015,30.15 ± 0.74
traditional,48,0.5,0.5,0.1,0.775 ± 0.017,35.8 ± 1.0
traditional,48,0.5,0.5,0.2,0.616 ± 0.015,49.0 ± 1.7
traditional,48,0.5,0.5,0.3,0.4712 ± 0.008,72.9 ± 2.0
traditional,48,0.5,0.5,0.4,0.3455 ± 0.0038,125.2 ± 3.7
traditional,48,0.6,0.5,0.0,0.95 ± 0.02,24.85 ± 0.72
traditional,48,0.6,0.5,0.1,0.855 ± 0.021,28.6 ± 0.99
traditional,48,0.6,0.5,0.2,0.642 ± 0.014,41.2 ± 1.5
traditional,48,0.6,0.5,0.3,0.5029 ± 0.0092,56.6 ± 1.3
traditional,48,0.6,0.5,0.4,0.3458 ± 0.0033,111.6 ± 2.4
traditional,48,0.7,0.5,0.0,1.042 ± 0.025,20.9 ± 0.8
traditional,48,0.7,0.5,0.1,0.925 ± 0.033,23.75 ± 0.81
traditional,48,0.7,0.5,0.2,0.724 ± 0.015,32.25 ± 0.85
traditional,48,0.7,0.5,0.3,0.505 ± 0.011,51.3 ± 1.8
traditional,48,0.7,0.5,0.4,0.3516 ± 0.0051,95.7 ± 3.2
traditional,48,0.8,0.5,0.0,1.111 ± 0.032,17.6 ± 0.53
traditional,48,0.8,0.5,0.1,0.974 ± 0.032,21.35 ± 0.8
traditional,48,0.8,0.5,0.2,0.731 ± 0.012,28.6 ± 0.65
traditional,48,0.8,0.5,0.3,0.514 ± 0.011,45.4 ± 1.5
traditional,48,0.8,0.5,0.4,0.3607 ± 0.0043,83.2 ± 2.6
traditional,48,0.9,0.5,0.0,1.221 ± 0.02,14.9 ± 0.34
traditional,48,0.9,0.5,0.1,1.003 ± 0.028,19.0 ± 0.4
traditional,48,0.9,0.5,0.2,0.748 ± 0.014,25.8 ± 0.59
traditional,48,0.9,0.5,0.3,0.543 ± 0.011,39.0 ± 1.0
traditional,48,0.9,0.5,0.4,0.3633 ± 0.0039,74.8 ± 1.8
traditional,48,1.0,0.5,0.0,1.245 ± 0.047,14.15 ± 0.4
traditional,48,1.0,0.5,0.1,1.061 ± 0.032,16.9 ± 0.56
traditional,48,1.0,0.5,0.2,0.805 ± 0.023,22.8 ± 0.77
traditional,48,1.0,0.5,0.3,0.567 ± 0.014,34.2 ± 1.1
traditional,48,1.0,0.5,0.4,0.3652 ± 0.005,68.8 ± 2.1
traditional,64,0.1,0.5,0.0,0.6658 ± 0.0074,153.6 ± 3.4
traditional,64,0.1,0.5,0.1,0.6343 ± 0.0078,168.2 ± 3.6
traditional,64,0.1,0.5,0.2,0.5569 ± 0.0072,213.2 ± 5.3
traditional,64,0.1,0.5,0.3,0.4598 ± 0.0053,292.8 ± 5.8
traditional,64,0.1,0.5,0.4,0.3435 ± 0.0025,502.0 ± 10.0
traditional,64,0.2,0.5,0.0,0.691 ± 0.01,83.2 ± 2.1
traditional,64,0.2,0.5,0.1,0.626 ± 0.01,98.0 ± 2.5
traditional,64,0.2,0.5,0.2,0.5325 ± 0.0064,124.4 ± 2.5
traditional,64,0.2,0.5,0.3,0.4489 ± 0.0055,168.4 ± 3.6
traditional,64,0.2,0.5,0.4,0.3328 ± 0.0026,289.2 ± 5.6
traditional,64,0.3,0.5,0.0,0.742 ± 0.01,54.4 ± 1.3
traditional,64,0.3,0.5,0.1,0.685 ± 0.012,61.4 ± 1.6
traditional,64,0.3,0.5,0.2,0.5682 ± 0.0066,81.8 ± 1.6
traditional,64,0.3,0.5,0.3,0.4519 ± 0.0065,116.8 ± 2.6
traditional,64,0.3,0.5,0.4,0.3298 ± 0.0023,212.6 ± 4.3
traditional,64,0.4,0.5,0.0,0.8113 ± 0.0098,39.2 ± 0.7
traditional,64,0.4,0.5,0.1,0.698 ± 0.013,48.8 ± 1.5
traditional,64,0.4,0.5,0.2,0.566 ± 0.012,66.4 ± 2.0
traditional,64,0.4,0.5,0.3,0.4413 ± 0.0053,97.4 ± 2.0
traditional,64,0.4,0.5,0.4,0.3328 ± 0.0028,166.7 ± 3.0
traditional,64,0.5,0.5,0.0,0.844 ± 0.017,32.8 ± 1.1
traditional,64,0.5,0.5,0.1,0.768 ± 0.017,36.9 ± 1.3
traditional,64,0.5,0.5,0.2,0.577 ± 0.012,53.8 ± 1.6
traditional,64,0.5,0.5,0.3,0.4606 ± 0.0085,75.6 ± 2.3
traditional,64,0.5,0.5,0.4,0.332 ± 0.0026,138.6 ± 2.6
traditional,64,0.6,0.5,0.0,0.951 ± 0.02,25.2 ± 0.63
traditional,64,0.6,0.5,0.1,0.78 ± 0.02,32.0 ± 1.2
traditional,64,0.6,0.5,0.2,0.633 ± 0.018,42.4 ± 1.8
traditional,64,0.6,0.5,0.3,0.472 ± 0.0084,63.4 ± 1.8
traditional,64,0.6,0.5,0.4,0.3347 ± 0.0032,121.1 ± 2.5
traditional,64,0.7,0.5,0.0,1.007 ± 0.023,21.5 ± 0.65
traditional,64,0.7,0.5,0.1,0.823 ± 0.018,27.3 ± 0.94
traditional,64,0.7,0.5,0.2,0.661 ± 0.015,36.0 ± 1.3
traditional,64,0.7,0.5,0.3,0.4788 ± 0.0094,56.2 ± 1.8
traditional,64,0.7,0.5,0.4,0.3462 ± 0.0029,100.3 ± 2.1
traditional,64,0.8,0.5,0.0,1.077 ± 0.03,18.4 ± 0.52
traditional,64,0.8,0.5,0.1,0.926 ± 0.023,21.95 ± 0.63
traditional,64,0.8,0.5,0.2,0.687 ± 0.019,30.9 ± 1.1
traditional,64,0.8,0.5,0.3,0.5084 ± 0.0057,45.6 ± 0.71
traditional,64,0.8,0.5,0.4,0.3423 ± 0.0045,92.6 ± 2.6
traditional,64,0.9,0.5,0.0,1.18 ± 0.03,15.65 ± 0.46
traditional,64,0.9,0.5,0.1,0.908 ± 0.024,21.3 ± 0.72
traditional,64,0.9,0.5,0.2,0.736 ± 0.014,26.55 ± 0.61
traditional,64,0.9,0.5,0.3,0.506 ± 0.012,43.2 ± 1.6
traditional,64,0.9,0.5,0.4,0.3442 ± 0.0042,84.4 ± 2.3
traditional,64,1.0,0.5,0.0,1.28 ± 0.057,15.05 ± 0.59
traditional,64,1.0,0.5,0.1,1.048 ± 0.03,17.45 ± 0.49
traditional,64,1.0,0.5,0.2,0.76 ± 0.017,24.2 ± 0.68
traditional,64,1.0,0.5,0.3,0.537 ± 0.012,37.2 ± 1.2
traditional,64,1.0,0.5,0.4,0.3474 ± 0.004,77.2 ± 1.8
traditional,96,0.1,0.5,0.0,0.6332 ± 0.0074,173.0 ± 3.7
traditional,96,0.1,0.5,0.1,0.5967 ± 0.0064,190.4 ± 3.6
traditional,96,0.1,0.5,0.2,0.5128 ± 0.0043,247.2 ± 3.8
traditional,96,0.1,0.5,0.3,0.428 ± 0.0043,336.6 ± 6.3
traditional,96,0.1,0.5,0.4,0.325 ± 0.0018,587.8 ± 8.4
traditional,96,0.2,0.5,0.0,0.6569 ± 0.0079,89.8 ± 2.0
traditional,96,0.2,0.5,0.1,0.6075 ± 0.0098,103.2 ± 2.9
traditional,96,0.2,0.5,0.2,0.5208 ± 0.0068,132.0 ± 3.1
traditional,96,0.2,0.5,0.3,0.4141 ± 0.0045,193.0 ± 3.9
traditional,96,0.2,0.5,0.4,0.3163 ± 0.0022,336.8 ± 6.1
traditional,96,0.3,0.5,0.0,0.7111 ± 0.0085,58.4 ± 1.1
traditional,96,0.3,0.5,0.1,0.647 ± 0.011,67.6 ± 1.8
traditional,96,0.3,0.5,0.2,0.527 ± 0.011,92.0 ± 2.9
traditional,96,0.3,0.5,0.3,0.4174 ± 0.0069,135.2 ± 3.8
traditional,96,0.3,0.5,0.4,0.3129 ± 0.0026,245.7 ± 4.7
traditional,96,0.4,0.5,0.0,0.745 ± 0.018,45.2 ± 1.6
traditional,96,0.4,0.5,0.1,0.6789 ± 0.0097,50.4 ± 1.0
traditional,96,0.4,0.5,0.2,0.5411 ± 0.0087,70.6 ± 1.8
traditional,96,0.4,0.5,0.3,0.4258 ± 0.0059,102.6 ± 2.7
traditional,96,0.4,0.5,0.4,0.3143 ± 0.0026,194.1 ± 4.1
traditional,96,0.5,0.5,0.0,0.784 ± 0.013,35.5 ± 0.92
traditional,96,0.5,0.5,0.1,0.686 ± 0.011,42.65 ± 0.97
traditional,96,0.5,0.5,0.2,0.5492 ± 0.0098,57.8 ± 1.6
traditional,96,0.5,0.5,0.3,0.4361 ± 0.0069,83.5 ± 2.2
traditional,96,0.5,0.5,0.4,0.3188 ± 0.0025,156.2 ± 3.1
traditional,96,0.6,0.5,0.0,0.884 ± 0.013,27.25 ± 0.55
traditional,96,0.6,0.5,0.1,0.747 ± 0.015,34.15 ± 0.98
traditional,96,0.6,0.5,0.2,0.58 ± 0.014,47.2 ± 1.5
traditional,96,0.6,0.5,0.3,0.4478 ± 0.0052,69.0 ± 1.3
traditional,96,0.6,0.5,0.4,0.3174 ± 0.0025,137.8 ± 2.5
traditional,96,0.7,0.5,0.0,0.95 ± 0.015,22.7 ± 0.42
traditional,96,0.7,0.5,0.1,0.766 ± 0.011,29.75 ± 0.56
traditional,96,0.7,0.5,0.2,0.6 ± 0.014,40.5 ± 1.3
traditional,96,0.7,0.5,0.3,0.4608 ± 0.0085,59.3 ± 1.8
traditional,96,0.7,0.5,0.4,0.3252 ± 0.0024,113.0 ± 1.9
traditional,96,0.8,0.5,0.0,1.025 ± 0.024,19.5 ± 0.49
traditional,96,0.8,0.5,0.1,0.822 ± 0.017,25.4 ± 0.69
traditional,96,0.8,0.5,0.2,0.649 ± 0.013,33.45 ± 0.88
traditional,96,0.8,0.5,0.3,0.4784 ± 0.0069,50.8 ± 1.0
traditional,96,0.8,0.5,0.4,0.3286 ± 0.0033,102.0 ± 2.2
traditional,96,0.9,0.5,0.0,1.16 ± 0.028,16.45 ± 0.29
traditional,96,0.9,0.5,0.1,0.841 ± 0.022,23.05 ± 0.73
traditional,96,0.9,0.5,0.2,0.644 ± 0.02,31.8 ± 1.4
traditional,96,0.9,0.5,0.3,0.4885 ± 0.006,45.35 ± 0.83
traditional,96,0.9,0.5,0.4,0.3368 ± 0.0033,88.6 ± 1.9
traditional,96,1.0,0.5,0.0,1.179 ± 0.02,14.35 ± 0.3
traditional,96,1.0,0.5,0.1,0.983 ± 0.033,18.6 ± 0.65
traditional,96,1.0,0.5,0.2,0.714 ± 0.016,26.0 ± 0.75
traditional,96,1.0,0.5,0.3,0.5003 ± 0.0099,40.7 ± 1.2
traditional,96,1.0,0.5,0.4,0.3325 ± 0.0044,85.0 ± 2.6
traditional,128,0.1,0.5,0.0,0.6043 ± 0.0058,187.8 ± 3.5
traditional,128,0.1,0.5,0.1,0.5731 ± 0.0055,205.6 ± 3.4
traditional,128,0.1,0.5,0.2,0.4949 ± 0.005,265.4 ± 5.0
traditional,128,0.1,0.5,0.3,0.412 ± 0.0038,365.2 ± 6.4
traditional,128,0.1,0.5,0.4,0.3138 ± 0.0017,647.0 ± 10.0
traditional,128,0.2,0.5,0.0,0.6361 ± 0.0093,95.7 ± 2.4
traditional,128,0.2,0.5,0.1,0.578 ± 0.0069,111.2 ± 2.3
traditional,128,0.2,0.5,0.2,0.5 ± 0.0047,140.2 ± 2.3
traditional,128,0.2,0.5,0.3,0.4024 ± 0.0042,204.7 ± 4.1
traditional,128,0.2,0.5,0.4,0.3074 ± 0.0016,369.1 ± 5.4
traditional,128,0.3,0.5,0.0,0.687 ± 0.01,62.0 ± 1.3
traditional,128,0.3,0.5,0.1,0.599 ± 0.01,75.6 ± 2.1
traditional,128,0.3,0.5,0.2,0.5045 ± 0.0083,98.7 ± 2.8
traditional,128,0.3,0.5,0.3,0.4114 ± 0.0054,138.0 ± 3.7
traditional,128,0.3,0.5,0.4,0.3022 ± 0.0023,268.8 ± 4.7
traditional,128,0.4,0.5,0.0,0.708 ± 0.012,47.8 ± 1.4
traditional,128,0.4,0.5,0.1,0.639 ± 0.012,55.7 ± 1.6
traditional,128,0.4,0.5,0.2,0.5054 ± 0.0082,78.2 ± 1.9
traditional,128,0.4,0.5,0.3,0.4119 ± 0.0053,109.2 ± 2.7
traditional,128,0.4,0.5,0.4,0.3054 ± 0.0015,207.8 ± 2.8
traditional,128,0.5,0.5,0.0,0.783 ± 0.013,36.5 ± 0.77
traditional,128,0.5,0.5,0.1,0.681 ± 0.014,43.4 ± 1.3
traditional,128,0.5,0.5,0.2,0.5428 ± 0.0092,59.4 ± 1.4
traditional,128,0.5,0.5,0.3,0.4269 ± 0.0055,86.0 ± 1.7
traditional,128,0.5,0.5,0.4,0.3094 ± 0.0029,167.6 ± 3.9
traditional,128,0.6,0.5,0.0,0.839 ± 0.017,29.45 ± 0.72
traditional,128,0.6,0.5,0.1,0.698 ± 0.014,37.2 ± 0.94
traditional,128,0.6,0.5,0.2,0.569 ± 0.013,49.0 ± 1.5
traditional,128,0.6,0.5,0.3,0.427 ± 0.0053,74.7 ± 1.6
traditional,128,0.6,0.5,0.4,0.3104 ± 0.0029,143.4 ± 3.6
traditional,128,0.7,0.5,0.0,0.868 ± 0.02,26.1 ± 0.68
traditional,128,0.7,0.5,0.1,0.743 ± 0.016,30.85 ± 0.91
traditional,128,0.7,0.5,0.2,0.617 ± 0.01,39.0 ± 0.78
traditional,128,0.7,0.5,0.3,0.4358 ± 0.0055,63.8 ± 1.2
traditional,128,0.7,0.5,0.4,0.3148 ± 0.0033,124.4 ± 2.9
traditional,128,0.8,0.5,0.0,0.956 ± 0.023,21.6 ± 0.57
traditional,128,0.8,0.5,0.1,0.786 ± 0.019,27.05 ± 0.78
traditional,128,0.8,0.5,0.2,0.597 ± 0.012,37.2 ± 1.1
traditional,128,0.8,0.5,0.3,0.4499 ± 0.0083,55.7 ± 1.8
traditional,128,0.8,0.5,0.4,0.3229 ± 0.0028,106.0 ± 1.9
traditional,128,0.9,0.5,0.0,1.005 ± 0.024,18.45 ± 0.39
traditional,128,0.9,0.5,0.1,0.824 ± 0.022,23.85 ± 0.59
traditional,128,0.9,0.5,0.2,0.635 ± 0.015,32.15 ± 0.92
traditional,128,0.9,0.5,0.3,0.4572 ± 0.0076,50.1 ± 1.3
traditional,128,0.9,0.5,0.4,0.3224 ± 0.003,97.6 ± 2.0
traditional,128,1.0,0.5,0.0,1.108 ± 0.031,16.15 ± 0.47
traditional,128,1.0,0.5,0.1,0.886 ± 0.02,20.7 ± 0.6
traditional,128,1.0,0.5,0.2,0.6688 ± 0.0092,27.55 ± 0.57
traditional,128,1.0,0.5,0.3,0.4733 ± 0.0081,44.0 ± 1.2
traditional,128,1.0,0.5,0.4,0.3171 ± 0.003,93.6 ± 1.8
inner_corner,32,0.1,0.5,0.0,2.194 ± 0.051,70.4 ± 1.7
inner_corner,32,0.1,0.5,0.1,2.193 ± 0.042,70.4 ± 1.3
inner_corner,32,0.1,0.5,0.2,2.164 ± 0.042,79.3 ± 1.7
inner_corner,32,0.1,0.5,0.3,1.98 ± 0.04,87.4 ± 2.4
inner_corner,32,0.1,0.5,0.4,1.849 ± 0.06,113.5 ± 3.1
inner_corner,32,0.2,0.5,0.0,2.209 ± 0.027,37.95 ± 0.66
inner_corner,32,0.2,0.5,0.1,2.235 ± 0.029,40.25 ± 0.87
inner_corner,32,0.2,0.5,0.2,2.216 ± 0.043,40.65 ± 0.67
inner_corner,32,0.2,0.5,0.3,2.077 ± 0.048,47.4 ± 1.3
inner_corner,32,0.2,0.5,0.4,1.992 ± 0.062,63.4 ± 2.3
inner_corner,32,0.3,0.5,0.0,2.257 ± 0.029,28.5 ± 0.62
inner_corner,32,0.3,0.5,0.1,2.347 ± 0.04,28.6 ± 0.44
inner_corner,32,0.3,0.5,0.2,2.287 ± 0.041,29.5 ± 0.64
inner_corner,32,0.3,0.5,0.3,2.226 ± 0.066,32.1 ± 0.78
inner_corner,32,0.3,0.5,0.4,2.017 ± 0.066,42.8 ± 1.7
inner_corner,32,0.4,0.5,0.0,2.381 ± 0.029,23.1 ± 0.59
inner_corner,32,0.4,0.5,0.1,2.355 ± 0.036,22.7 ± 0.29
inner_corner,32,0.4,0.5,0.2,2.318 ± 0.039,23.6 ± 0.35
inner_corner,32,0.4,0.5,0.3,2.142 ± 0.034,26.5 ± 0.57
inner_corner,32,0.4,0.5,0.4,2.037 ± 0.065,35.4 ± 1.7
inner_corner,32,0.5,0.5,0.0,2.364 ± 0.025,20.15 ± 0.45
inner_corner,32,0.5,0.5,0.1,2.392 ± 0.024,20.0 ± 0.33
inner_corner,32,0.5,0.5,0.2,2.359 ± 0.036,20.7 ± 0.38
inner_corner,32,0.5,0.5,0.3,2.312 ± 0.033,22.55 ± 0.64
inner_corner,32,0.5,0.5,0.4,2.029 ± 0.07,29.6 ± 1.1
inner_corner,32,0.6,0.5,0.0,2.383 ± 0.023,17.4 ± 0.23
inner_corner,32,0.6,0.5,0.1,2.375 ± 0.025,16.9 ± 0.23
inner_corner,32,0.6,0.5,0.2,2.389 ± 0.04,18.35 ± 0.59
inner_corner,32,0.6,0.5,0.3,2.418 ± 0.054,19.25 ± 0.33
inner_corner,32,0.6,0.5,0.4,2.18 ± 0.077,25.3 ± 0.89
inner_corner,32,0.7,0.5,0.0,2.423 ± 0.017,15.55 ± 0.2
inner_corner,32,0.7,0.5,0.1,2.434 ± 0.027,15.55 ± 0.17
inner_corner,32,0.7,0.5,0.2,2.415 ± 0.02,16.3 ± 0.24
inner_corner,32,0.7,0.5,0.3,2.432 ± 0.035,17.65 ± 0.26
inner_corner,32,0.7,0.5,0.4,2.161 ± 0.039,21.45 ± 0.86
inner_corner,32,0.8,0.5,0.0,2.397 ± 0.023,14.35 ± 0.15
inner_corner,32,0.8,0.5,0.1,2.468 ± 0.024,14.8 ± 0.21
inner_corner,32,0.8,0.5,0.2,2.404 ± 0.018,14.95 ± 0.18
inner_corner,32,0.8,0.5,0.3,2.464 ± 0.049,16.4 ± 0.33
inner_corner,32,0.8,0.5,0.4,2.213 ± 0.073,20.9 ± 0.68
inner_corner,32,0.9,0.5,0.0,2.456 ± 0.02,13.3 ± 0.16
inner_corner,32,0.9,0.5,0.1,2.433 ± 0.014,13.55 ± 0.15
inner_corner,32,0.9,0.5,0.2,2.486 ± 0.022,14.05 ± 0.18
inner_corner,32,0.9,0.5,0.3,2.404 ± 0.042,15.8 ± 0.44
inner_corner,32,0.9,0.5,0.4,2.268 ± 0.065,18.8 ± 0.73
inner_corner,32,1.0,0.5,0.0,2.439 ± 0.019,12.75 ± 0.12
inner_corner,32,1.0,0.5,0.1,2.388 ± 0.02,12.85 ± 0.082
inner_corner,32,1.0,0.5,0.2,2.41 ± 0.022,13.3 ± 0.13
inner_corner,32,1.0,0.5,0.3,2.427 ± 0.029,14.2 ± 0.25
inner_corner,32,1.0,0.5,0.4,2.352 ± 0.043,17.65 ± 0.31
inner_corner,48,0.1,0.5,0.0,2.232 ± 0.037,94.9 ± 1.5
inner_corner,48,0.1,0.5,0.1,2.285 ± 0.047,97.4 ± 1.5
inner_corner,48,0.1,0.5,0.2,2.261 ± 0.063,101.4 ± 1.6
inner_corner,48,0.1,0.5,0.3,2.242 ± 0.031,113.3 ± 1.5
inner_corner,48,0.1,0.5,0.4,2.155 ± 0.056,143.9 ± 3.6
inner_corner,48,0.2,0.5,0.0,2.338 ± 0.032,50.45 ± 0.69
inner_corner,48,0.2,0.5,0.1,2.285 ± 0.029,55.2 ± 0.91
inner_corner,48,0.2,0.5,0.2,2.337 ± 0.034,54.8 ± 0.79
inner_corner,48,0.2,0.5,0.3,2.282 ± 0.036,62.0 ± 1.3
inner_corner,48,0.2,0.5,0.4,2.098 ± 0.055,82.9 ± 2.3
inner_corner,48,0.3,0.5,0.0,2.364 ± 0.024,39.0 ± 0.77
inner_corner,48,0.3,0.5,0.1,2.388 ± 0.028,37.2 ± 0.44
inner_corner,48,0.3,0.5,0.2,2.356 ± 0.023,39.65 ± 0.44
inner_corner,48,0.3,0.5,0.3,2.265 ± 0.026,43.45 ± 0.95
inner_corner,48,0.3,0.5,0.4,2.402 ± 0.089,55.0 ± 1.5
inner_corner,48,0.4,0.5,0.0,2.334 ± 0.019,30.75 ± 0.32
inner_corner,48,0.4,0.5,0.1,2.375 ± 0.019,31.3 ± 0.42
inner_corner,48,0.4,0.5,0.2,2.352 ± 0.03,32.7 ± 0.46
inner_corner,48,0.4,0.5,0.3,2.306 ± 0.038,35.55 ± 0.86
inner_corner,48,0.4,0.5,0.4,2.262 ± 0.079,44.8 ± 1.1
inner_corner,48,0.5,0.5,0.0,2.374 ± 0.021,26.5 ± 0.29
inner_corner,48,0.5,0.5,0.1,2.384 ± 0.017,26.8 ± 0.31
inner_corner,48,0.5,0.5,0.2,2.348 ± 0.024,27.85 ± 0.48
inner_corner,48,0.5,0.5,0.3,2.378 ± 0.04,29.45 ± 0.48
inner_corner,48,0.5,0.5,0.4,2.265 ± 0.042,38.8 ± 1.3
inner_corner,48,0.6,0.5,0.0,2.361 ± 0.016,23.55 ± 0.27
inner_corner,48,0.6,0.5,0.1,2.384 ± 0.023,23.65 ± 0.24
inner_corner,48,0.6,0.5,0.2,2.39 ± 0.026,25.0 ± 0.37
inner_corner,48,0.6,0.5,0.3,2.374 ± 0.035,26.75 ± 0.51
inner_corner,48,0.6,0.5,0.4,2.372 ± 0.044,32.75 ± 0.79
inner_corner,48,0.7,0.5,0.0,2.369 ± 0.012,21.65 ± 0.26
inner_corner,48,0.7,0.5,0.1,2.369 ± 0.019,21.65 ± 0.23
inner_corner,48,0.7,0.5,0.2,2.338 ± 0.019,22.2 ± 0.24
inner_corner,48,0.7,0.5,0.3,2.331 ± 0.025,23.95 ± 0.41
inner_corner,48,0.7,0.5,0.4,2.404 ± 0.059,29.2 ± 0.68
inner_corner,48,0.8,0.5,0.0,2.354 ± 0.018,20.15 ± 0.15
inner_corner,48,0.8,0.5,0.1,2.365 ± 0.016,20.0 ± 0.19
inner_corner,48,0.8,0.5,0.2,2.343 ± 0.018,21.0 ± 0.3
inner_corner,48,0.8,0.5,0.3,2.385 ± 0.023,22.3 ± 0.26
